publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2018p354699,earthquake,2018-05-12T05:43:45.711Z,2018-05-12T05:52:09.166Z,173.8335266,-42.28655243,4.642584558,10.4217577,M,,LOCSAT,confirmed,manual,iasp91,23,16,12,0.2537828088,178.8378792,0.5783484594,0
2018p354636,,2018-05-12T05:10:27.125Z,2018-05-12T05:26:41.932Z,176.6383487,-38.05918412,1.970785104,61.25,M,,NonLinLoc,,automatic,nz3drx,12,12,2,0.07879353451,163.065329,1.592571642,0
2018p354479,,2018-05-12T03:47:07.796Z,2018-05-12T03:48:36.156Z,176.8919738,-39.49182949,1.542405157,18.59375,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.1559309262,163.2194997,0.3485853946,0
2018p354420,,2018-05-12T03:15:22.642Z,2018-05-12T03:17:25.924Z,174.2035254,-41.73171719,1.978802947,10.390625,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.02042480766,111.7181316,0.3171503694,0
2018p354406,,2018-05-12T03:07:24.387Z,2018-05-12T03:09:25.009Z,176.3860973,-40.26319257,1.379566857,19.53125,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.1733387047,149.261429,0.2177389879,0
2018p354405,,2018-05-12T03:07:21.266Z,2018-05-12T03:09:22.714Z,174.1963782,-41.73818069,1.696977282,10.390625,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.01802485123,87.44685596,0.3082274661,0
2018p354390,,2018-05-12T02:59:01.438Z,2018-05-12T03:01:00.803Z,174.2214808,-41.75643434,2.041495926,12.96875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.007943774419,154.9947545,0.5643147357,0
2018p354348,earthquake,2018-05-12T02:37:05.222Z,2018-05-17T21:07:34.776Z,174.247879,-41.77088547,2.990602393,11.58449554,M,,LOCSAT,confirmed,manual,iasp91,30,24,15,0.03356773779,143.6882248,0.3726169737,0
2018p354341,earthquake,2018-05-12T02:33:08.403Z,2018-05-16T05:50:27.729Z,174.2325134,-41.77952194,3.905952985,6.368047237,M,,LOCSAT,confirmed,manual,iasp91,39,28,18,0.03353681415,141.3917542,0.7480168701,0
2018p354338,earthquake,2018-05-12T02:31:40.210Z,2018-05-16T05:52:19.110Z,174.1923828,-41.76799393,4.109037783,12.13901615,M,,LOCSAT,confirmed,manual,iasp91,35,26,119,0.02483714372,137.8448334,0.468509251,0
2018p354320,,2018-05-12T02:21:47.753Z,2018-05-12T02:23:46.537Z,174.2127578,-41.73198813,2.183594933,11.796875,M,,NonLinLoc,,automatic,nz3drx,21,21,9,0.01871994208,99.61043953,0.5924294331,0
2018p354317,,2018-05-12T02:20:15.543Z,2018-05-12T02:21:05.392Z,175.7373699,-39.47431902,0.9603917234,16.015625,M,,NonLinLoc,,automatic,nz3drx,14,14,4,0.06729373283,199.8993688,1.274838711,0
2018p354307,,2018-05-12T02:15:16.126Z,2018-05-12T02:17:00.025Z,176.597733,-40.04538324,1.739797349,33.828125,M,,NonLinLoc,,automatic,nz3drx,23,23,10,0.1232586304,88.6791957,0.5872305904,0
2018p354301,,2018-05-12T02:11:44.979Z,2018-05-12T02:14:44.469Z,174.2033807,-41.75340092,2.386573383,12.265625,M,,NonLinLoc,,automatic,nz3drx,27,27,11,0.008404386985,138.7123705,0.6854277078,0
2018p354285,earthquake,2018-05-12T02:03:20.077Z,2018-05-16T05:39:15.773Z,174.2321472,-41.76473618,3.002242677,5.692400932,M,,LOCSAT,confirmed,manual,iasp91,41,26,16,0.02085049637,142.1446915,0.7211863958,0
2018p354261,earthquake,2018-05-12T01:50:45.626Z,2018-05-16T05:34:33.623Z,174.2335358,-41.8275528,3.81986383,10.70145988,M,,LOCSAT,confirmed,manual,iasp91,51,37,14,0.07108175009,133.3400269,1.013004578,0
2018p354233,,2018-05-12T01:35:41.541Z,2018-05-12T01:37:46.011Z,177.5335199,-37.53207082,1.964762129,14.84375,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.2913891747,189.7609744,0.8769747159,0
2018p354083,,2018-05-12T00:15:43.620Z,2018-05-12T00:16:29.500Z,175.4235556,-39.24052421,0.6390283332,14.84375,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1010808926,242.4680696,0.4255092562,0
2018p354075,,2018-05-12T00:11:39.483Z,2018-05-12T00:13:26.554Z,174.9502823,-40.10671134,2.170966686,29.84375,M,,NonLinLoc,,automatic,nz3drx,19,19,6,0.3519217439,159.9087703,0.2622801773,0
2018p353991,,2018-05-11T23:27:08.081Z,2018-05-11T23:28:47.754Z,175.9307703,-39.08424935,1.82395874,44.375,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.19865013,78.65606395,1.179455162,0
2018p353866,,2018-05-11T22:20:11.896Z,2018-05-11T22:21:08.335Z,175.4917271,-39.2313443,0.7520011432,10.2734375,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.04959538676,199.7336357,0.1898451709,0
2018p353860,,2018-05-11T22:17:03.592Z,2018-05-11T22:19:08.539Z,174.9071221,-40.75835996,2.166691931,10.859375,M,,NonLinLoc,,automatic,nz3drx,40,40,13,0.1042196331,69.18895572,0.845826578,0
2018p353844,earthquake,2018-05-11T22:08:30.289Z,2018-05-16T05:23:19.369Z,177.1017303,-37.72788239,2.777018169,118.2680588,M,,LOCSAT,confirmed,manual,iasp91,91,64,39,0.1624671668,122.8013306,0.727226653,0
2018p353818,earthquake,2018-05-11T21:54:44.504Z,2018-05-16T05:17:11.271Z,167.4271698,-45.33985138,2.810443216,49.84474945,M,,LOCSAT,confirmed,manual,iasp91,21,11,4,0.2296886295,151.1899567,0.6054232204,0
2018p353790,earthquake,2018-05-11T21:39:30.117Z,2018-05-11T23:45:56.444Z,172.1194763,-41.99822235,2.652697299,68.60128784,ML,,LOCSAT,confirmed,manual,iasp91,20,11,9,0.3454642296,102.6300659,0.6554560238,0.2907936324
2018p353763,earthquake,2018-05-11T21:25:06.336Z,2018-05-16T05:10:32.250Z,178.9440002,-37.1522789,2.818801235,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,30,20,9,0.6522412896,276.6977844,0.8514486663,0
2018p353728,earthquake,2018-05-11T21:06:50.677Z,2018-05-16T05:00:08.166Z,175.6461639,-40.94324493,1.927530328,17.47363281,M,,LOCSAT,confirmed,manual,iasp91,28,18,9,0.1094060093,54.92810059,0.3974052127,0
2018p353693,earthquake,2018-05-11T20:47:43.662Z,2018-05-16T04:50:51.156Z,174.8108978,-41.02418137,2.90249862,42.70215988,M,,LOCSAT,confirmed,manual,iasp91,42,38,25,0.1795037389,52.70065308,0.4696042836,0
2018p353671,,2018-05-11T20:36:24.648Z,2018-05-11T20:38:02.134Z,173.7710468,-41.43285167,1.610412956,47.65625,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.1289244905,86.05126792,0.3544427836,0
2018p353607,,2018-05-11T20:01:57.326Z,2018-05-11T20:14:23.316Z,176.0037235,-40.47760539,2.438300195,21.171875,M,,NonLinLoc,,automatic,nz3drx,50,50,30,0.08345437161,51.62818184,0.6812481415,0
2018p353585,,2018-05-11T19:50:11.165Z,2018-05-11T19:51:58.315Z,175.6716264,-40.70859313,2.019536173,25.15625,M,,NonLinLoc,,automatic,nz3drx,23,23,14,0.08358511165,48.47722405,0.4071539801,0
2018p353555,,2018-05-11T19:34:09.664Z,2018-05-11T23:43:01.123Z,177.476562,-38.6257345,2.197669096,25.859375,M,,NonLinLoc,,automatic,nz3drx,25,25,16,0.1366696174,42.43247353,0.4667067232,0
2018p353530,,2018-05-11T19:21:18.893Z,2018-05-11T19:23:07.596Z,173.7799224,-40.97924477,2.060332202,30.78125,M,,NonLinLoc,,automatic,nz3drx,15,15,4,0.206508546,112.503279,0.8728414934,0
2018p353483,,2018-05-11T18:56:08.762Z,2018-05-11T18:58:07.442Z,175.300686,-39.3618503,1.667100492,43.4375,M,,NonLinLoc,,automatic,nz3drx,14,14,1,0.3007091776,112.3531448,0.7137684366,0
2018p353435,,2018-05-11T18:30:30.462Z,2018-05-11T18:32:00.748Z,176.4065989,-40.56131238,1.908522156,20.234375,M,,NonLinLoc,,automatic,nz3drx,14,14,9,0.1143761414,173.4268978,0.2784494218,0
2018p353378,,2018-05-11T18:00:11.036Z,2018-05-11T18:02:30.583Z,176.7622732,-37.56304212,2.192023661,93.125,M,,NonLinLoc,,automatic,nz3drx,12,12,2,0.7397829054,203.1751677,1.48584449,0
2018p353373,,2018-05-11T17:57:10.371Z,2018-05-11T17:59:26.674Z,176.2876659,-40.90695037,1.852495644,23.28125,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.06489816507,217.0928124,0.4600701792,0
2018p353268,,2018-05-11T17:01:20.202Z,2018-05-11T17:03:50.530Z,176.1171642,-39.11660591,2.148310973,78.125,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.2932415389,135.1998806,1.502552307,0
2018p353267,earthquake,2018-05-11T17:00:42.855Z,2018-05-16T04:40:41.799Z,177.3735657,-36.53502655,3.2059885,221.5694275,M,,LOCSAT,confirmed,manual,iasp91,39,23,17,1.261884928,309.6170654,0.72977826,0
2018p353203,,2018-05-11T16:27:01.160Z,2018-05-11T16:29:25.437Z,167.7959004,-45.04957403,2.796012142,65.9375,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.3807140181,144.8699797,0.5518013328,0
2018p353161,earthquake,2018-05-11T16:04:32.967Z,2018-05-16T04:36:31.031Z,174.048172,-38.85905457,2.894070302,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,57,35,25,0.3047432303,206.9512138,0.3373791349,0
2018p353087,,2018-05-11T15:25:00.845Z,2018-05-11T15:26:49.644Z,175.6784119,-40.94637391,2.025926405,20.234375,M,,NonLinLoc,,automatic,nz3drx,27,27,13,0.1308780716,77.49459646,0.475891189,0
2018p353065,,2018-05-11T15:13:11.082Z,2018-05-11T15:14:21.912Z,177.8277637,-38.43744663,1.52910079,27.96875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.2512394071,111.1924756,0.3814045067,0
2018p353003,,2018-05-11T14:40:01.467Z,2018-05-11T14:42:43.732Z,174.8188411,-40.22951784,2.161129176,27.96875,M,,NonLinLoc,,automatic,nz3drx,29,29,13,0.380101655,86.70391164,0.7229631397,0
2018p352993,,2018-05-11T14:35:32.765Z,2018-05-11T14:38:05.083Z,173.9752216,-39.24646283,2.538856994,5.46875,M,,NonLinLoc,,automatic,nz3drx,23,23,9,0.05176479498,155.6541706,1.267319298,0
2018p352907,,2018-05-11T13:49:09.376Z,2018-05-11T13:50:50.447Z,175.3757242,-39.10233271,1.547483691,15.78125,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.05746500139,153.6735507,1.753189841,0
2018p352775,,2018-05-11T12:38:54.732Z,2018-05-11T12:40:28.518Z,175.6063627,-40.81585537,1.835272336,13.671875,M,,NonLinLoc,,automatic,nz3drx,22,22,12,0.1097369199,84.14006379,0.3314536834,0
2018p352725,,2018-05-11T12:12:36.343Z,2018-05-11T12:14:42.372Z,176.0372811,-38.78743116,2.103529946,76.25,M,,NonLinLoc,,automatic,nz3drx,17,17,4,0.4257033383,244.4056741,1.445270768,0
2018p352684,,2018-05-11T11:50:06.019Z,2018-05-11T11:51:41.163Z,176.5437111,-40.07042442,1.503468463,13.671875,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.079302248,81.46123042,0.4485324555,0
